label,batch,sampleType,time,sample_index
GB015505,C,sample,1005,1005
QC031,C,qc,1006,1006
QC000,D,qc,1007,1007
sample01,D,validate,1008,1008
GB032924,D,sample,1009,1009
GB032929,D,sample,1010,1010
GB032931,D,sample,1011,1011
GB032964,D,sample,1012,1012
GB033007,D,sample,1013,1013
GB033010,D,sample,1014,1014
GB033013,D,sample,1015,1015
GB033014,D,sample,1016,1016
GB033015,D,sample,1017,1017
GB033060,D,sample,1018,1018
QC001,D,qc,1019,1019
GB033077,D,sample,1020,1020
GB033078,D,sample,1021,1021
GB033113,D,sample,1022,1022
GB033150,D,sample,1023,1023
GB033157,D,sample,1024,1024
GB033160,D,sample,1025,1025
GB033171,D,sample,1026,1026
GB033175,D,sample,1027,1027
GB033239,D,sample,1028,1028
QC002,D,qc,1029,1029
GB033319,D,sample,1030,1030
GB033326,D,sample,1031,1031
GB033331,D,sample,1032,1032
GB033351,D,sample,1033,1033
GB033364,D,sample,1034,1034
GB033574,D,sample,1035,1035
GB033577,D,sample,1036,1036
GB033582,D,sample,1037,1037
GB033586,D,sample,1038,1038
GB033598,D,sample,1039,1039
QC003,D,qc,1040,1040
GB034278,D,sample,1041,1041
GB034279,D,sample,1042,1042
GB034295,D,sample,1043,1043
GB034301,D,sample,1044,1044
GB034782,D,sample,1045,1045
GB034786,D,sample,1046,1046
GB034819,D,sample,1047,1047
GB034824,D,sample,1048,1048
GB035437,D,sample,1049,1049
QC004,D,qc,1050,1050
GB035508,D,sample,1051,1051
GB035670,D,sample,1052,1052
GB035682,D,sample,1053,1053
GB035703,D,sample,1054,1054
GB035709,D,sample,1055,1055
GB035840,D,sample,1056,1056
GB035852,D,sample,1057,1057
MG006165,D,sample,1058,1058
MG006196,D,sample,1059,1059
MG006221,D,sample,1060,1060
QC005,D,qc,1061,1061
MG006241,D,sample,1062,1062
MG006246,D,sample,1063,1063
MG006247,D,sample,1064,1064
MG006261,D,sample,1065,1065
MG006269,D,sample,1066,1066
MG006300,D,sample,1067,1067
MG006312,D,sample,1068,1068
MG006328,D,sample,1069,1069
MG006350,D,sample,1070,1070
MG006351,D,sample,1071,1071
QC006,D,qc,1072,1072
MG006353,D,sample,1073,1073
MG006359,D,sample,1074,1074
MG006385,D,sample,1075,1075
MG006390,D,sample,1076,1076
MG006397,D,sample,1077,1077
MG006402,D,sample,1078,1078
MG006429,D,sample,1079,1079
MG006458,D,sample,1080,1080
MG006469,D,sample,1081,1081
MG006508,D,sample,1082,1082
QC007,D,qc,1083,1083
MG006516,D,sample,1084,1084
MG006518,D,sample,1085,1085
MG006537,D,sample,1086,1086
MG006553,D,sample,1087,1087
MG006557,D,sample,1088,1088
MG006583,D,sample,1089,1089
MG006597,D,sample,1090,1090
MG006603,D,sample,1091,1091
MG006612,D,sample,1092,1092
QC008,D,qc,1093,1093
MG006616,D,sample,1094,1094
MG006617,D,sample,1095,1095
MG006662,D,sample,1096,1096
MG006685,D,sample,1097,1097
MG006695,D,sample,1098,1098
MG006721,D,sample,1099,1099
MG006734,D,sample,1100,1100
MG006751,D,sample,1101,1101
MG006754,D,sample,1102,1102
MG006756,D,sample,1103,1103
QC009,D,qc,1104,1104
MG006768,D,sample,1105,1105
MG006773,D,sample,1106,1106
MG006791,D,sample,1107,1107
MG006821,D,sample,1108,1108
MG006831,D,sample,1109,1109
MG006834,D,sample,1110,1110
MG006848,D,sample,1111,1111
MG006858,D,sample,1112,1112
MG006874,D,sample,1113,1113
MG006883,D,sample,1114,1114
QC010,D,qc,1115,1115
sample02,D,validate,1116,1116
MG006888,D,sample,1117,1117
MG006903,D,sample,1118,1118
MG006904,D,sample,1119,1119
MG006922,D,sample,1120,1120
MG006927,D,sample,1121,1121
MG006929,D,sample,1122,1122
MG006945,D,sample,1123,1123
MG006958,D,sample,1124,1124
MG006994,D,sample,1125,1125
MG006998,D,sample,1126,1126
QC011,D,qc,1127,1127
MG007006,D,sample,1128,1128
MG007008,D,sample,1129,1129
MG007015,D,sample,1130,1130
MG007018,D,sample,1131,1131
MG007032,D,sample,1132,1132
MG007049,D,sample,1133,1133
MG007056,D,sample,1134,1134
MG007058,D,sample,1135,1135
MG007064,D,sample,1136,1136
MG007083,D,sample,1137,1137
QC012,D,qc,1138,1138
MG007086,D,sample,1139,1139
MG007119,D,sample,1140,1140
MG007121,D,sample,1141,1141
MG007137,D,sample,1142,1142
MG007149,D,sample,1143,1143
MG007152,D,sample,1144,1144
MG007168,D,sample,1145,1145
MG007172,D,sample,1146,1146
MG007185,D,sample,1147,1147
MG007189,D,sample,1148,1148
QC013,D,qc,1149,1149
MG007193,D,sample,1150,1150
MG007196,D,sample,1151,1151
MG007199,D,sample,1152,1152
MG007206,D,sample,1153,1153
MG007214,D,sample,1154,1154
MG007241,D,sample,1155,1155
MG007253,D,sample,1156,1156
MG007276,D,sample,1157,1157
MG007282,D,sample,1158,1158
MG007288,D,sample,1159,1159
QC014,D,qc,1160,1160
MG007297,D,sample,1161,1161
MG007298,D,sample,1162,1162
MG007318,D,sample,1163,1163
MG007320,D,sample,1164,1164
MG007332,D,sample,1165,1165
MG007369,D,sample,1166,1166
MG007389,D,sample,1167,1167
MG007397,D,sample,1168,1168
MG007410,D,sample,1169,1169
MG007416,D,sample,1170,1170
QC015,D,qc,1171,1171
MG007425,D,sample,1172,1172
MG007433,D,sample,1173,1173
MG007437,D,sample,1174,1174
MG007459,D,sample,1175,1175
MG007469,D,sample,1176,1176
MG007495,D,sample,1177,1177
MG007541,D,sample,1178,1178
MG007542,D,sample,1179,1179
QC016,D,qc,1180,1180
MG007560,D,sample,1181,1181
MG007573,D,sample,1182,1182
MG007579,D,sample,1183,1183
MG007581,D,sample,1184,1184
MG007583,D,sample,1185,1185
MG007603,D,sample,1186,1186
MG007613,D,sample,1187,1187
MG007632,D,sample,1188,1188
MG007640,D,sample,1189,1189
MG007659,D,sample,1190,1190
QC017,D,qc,1191,1191
MG007676,D,sample,1192,1192
MG007684,D,sample,1193,1193
MG007699,D,sample,1194,1194
MG007727,D,sample,1195,1195
MG007747,D,sample,1196,1196
MG007756,D,sample,1197,1197
MG007773,D,sample,1198,1198
MG007786,D,sample,1199,1199
MG007789,D,sample,1200,1200
MG007799,D,sample,1201,1201
QC018,D,qc,1202,1202
MG007807,D,sample,1203,1203
MG007814,D,sample,1204,1204
MG007834,D,sample,1205,1205
MG007858,D,sample,1206,1206
MG007866,D,sample,1207,1207
MG007870,D,sample,1208,1208
MG007876,D,sample,1209,1209
MG007877,D,sample,1210,1210
MG007881,D,sample,1211,1211
MG007882,D,sample,1212,1212
QC019,D,qc,1213,1213
MG007885,D,sample,1214,1214
MG007918,D,sample,1215,1215
MG007925,D,sample,1216,1216
MG007934,D,sample,1217,1217
MG007946,D,sample,1218,1218
MG007962,D,sample,1219,1219
MG007985,D,sample,1220,1220
MG008002,D,sample,1221,1221
MG008013,D,sample,1222,1222
MG008015,D,sample,1223,1223
QC020,D,qc,1224,1224
sample03,D,validate,1225,1225
MG008018,D,sample,1226,1226
MG008026,D,sample,1227,1227
MG008042,D,sample,1228,1228
MG008066,D,sample,1229,1229
MG008067,D,sample,1230,1230
MG008094,D,sample,1231,1231
MG008097,D,sample,1232,1232
MG008114,D,sample,1233,1233
MG008121,D,sample,1234,1234
MG008164,D,sample,1235,1235
QC021,D,qc,1236,1236
MG008177,D,sample,1237,1237
MG008197,D,sample,1238,1238
MG008205,D,sample,1239,1239
MG008208,D,sample,1240,1240
MG008216,D,sample,1241,1241
MG008220,D,sample,1242,1242
MG008240,D,sample,1243,1243
MG008249,D,sample,1244,1244
MG008255,D,sample,1245,1245
MG008260,D,sample,1246,1246
QC022,D,qc,1247,1247
MG008262,D,sample,1248,1248
MG008266,D,sample,1249,1249
MG008278,D,sample,1250,1250
MG008291,D,sample,1251,1251
MG008294,D,sample,1252,1252
MG008299,D,sample,1253,1253
MG008310,D,sample,1254,1254
MG008318,D,sample,1255,1255
MG008320,D,sample,1256,1256
MG008331,D,sample,1257,1257
QC023,D,qc,1258,1258
MG008333,D,sample,1259,1259
MG008341,D,sample,1260,1260
MG008345,D,sample,1261,1261
MG008378,D,sample,1262,1262
MG008381,D,sample,1263,1263
MG008395,D,sample,1264,1264
MG008396,D,sample,1265,1265
MG008410,D,sample,1266,1266
MG008413,D,sample,1267,1267
MG008433,D,sample,1268,1268
QC024,D,qc,1269,1269
MG008435,D,sample,1270,1270
MG008453,D,sample,1271,1271
MG008455,D,sample,1272,1272
MG008475,D,sample,1273,1273
MG008481,D,sample,1274,1274
MG008491,D,sample,1275,1275
MG008510,D,sample,1276,1276
MG008515,D,sample,1277,1277
MG008528,D,sample,1278,1278
MG008530,D,sample,1279,1279
QC025,D,qc,1280,1280
MG008542,D,sample,1281,1281
MG008550,D,sample,1282,1282
MG008557,D,sample,1283,1283
MG008563,D,sample,1284,1284
MG008564,D,sample,1285,1285
MG008575,D,sample,1286,1286
MG008591,D,sample,1287,1287
MG008622,D,sample,1288,1288
MG008626,D,sample,1289,1289
MG008637,D,sample,1290,1290
QC026,D,qc,1291,1291
MG008639,D,sample,1292,1292
MG008644,D,sample,1293,1293
GB002419,D,sample,1294,1294
GB033147,D,sample,1295,1295
GB034275,D,sample,1296,1296
MG006513,D,sample,1297,1297
MG007524,D,sample,1298,1298
QC027,D,qc,1299,1299
